i	j	x,in	r,in	mach	theta	pres,psi	temp,R	Density,slug/ft3	massflow
109	57	3.22698	0.174238	3.17143	2.77384	10.5482	175.986	0.00502839	0.221399
110	57	3.29966	0.153859	3.21223	2.41698	9.93385	172.994	0.0048174	0.165976
111	57	3.34684	0.140544	3.23856	2.18897	9.55767	171.097	0.00468638	0.135021
112	57	3.39449	0.127029	3.26508	1.96098	9.19434	169.213	0.00455842	0.107522
113	57	3.44258	0.113318	3.29171	1.73409	8.8444	167.347	0.00443382	0.0833988
114	57	3.53888	0.0856511	3.34475	1.28704	8.1894	163.708	0.00419671	0.0453075
115	57	3.58882	0.0711898	3.37195	1.06171	7.87388	161.881	0.00408057	0.0304898
116	57	3.63941	0.0564594	3.39969	0.83113	7.56562	160.044	0.00396581	0.0186747
117	57	3.69047	0.0415153	3.42717	0.607961	7.27314	158.251	0.00385568	0.00982685
118	57	3.74217	0.0262972	3.4553	0.377185	6.98636	156.443	0.00374647	0.00383029
119	57	3.81598	0.0044146	3.49351	0.0516255	6.61616	154.028	0.00360357	0.000104616
120	57	3.8308	0	3.5	0	6.55546	153.623	0.00357992	0

0	58	0.283232	1.04079	1.66052	15.6366	107.491	341.612	0.0263977	35.9981
1	58	0.284843	1.04016	1.66098	15.6384	107.417	341.545	0.0263847	35.9376
2	58	0.300537	1.03404	1.66579	15.6476	106.645	340.842	0.0262491	35.3531
3	58	0.316986	1.02766	1.67111	15.6494	105.798	340.066	0.0261	34.7487
4	58	0.334181	1.02105	1.67691	15.6446	104.88	339.22	0.025938	34.126
5	58	0.352112	1.01421	1.68318	15.6335	103.896	338.308	0.0257641	33.4865
6	58	0.370763	1.00715	1.68988	15.6169	102.853	337.335	0.025579	32.8319
7	58	0.39012	0.999875	1.697	15.5953	101.756	336.303	0.0253839	32.1642
8	58	0.410163	0.992408	1.7045	15.5694	100.611	335.217	0.0251795	31.4849
9	58	0.430876	0.984758	1.71237	15.5395	99.4229	334.081	0.0249667	30.7959
10	58	0.452239	0.976936	1.72057	15.5063	98.197	332.899	0.0247465	30.0988
11	58	0.474233	0.968954	1.7291	15.4701	96.9376	331.673	0.0245193	29.3954
12	58	0.49684	0.960824	1.73793	15.4312	95.6486	330.407	0.024286	28.6871
13	58	0.520042	0.952557	1.74705	15.3898	94.3334	329.103	0.024047	27.9754
14	58	0.543823	0.944162	1.75646	15.3462	92.9948	327.762	0.0238028	27.2618
15	58	0.568168	0.93565	1.76614	15.3003	91.6348	326.385	0.0235536	26.5474
16	58	0.593063	0.92703	1.77609	15.2521	90.2552	324.973	0.0232998	25.8336
17	58	0.618495	0.918309	1.78633	15.2015	88.8572	323.527	0.0230414	25.1213
18	58	0.644454	0.909495	1.79684	15.1482	87.4416	322.046	0.0227786	24.4116
19	58	0.670931	0.900593	1.80764	15.092	86.0089	320.53	0.0225114	23.7054
20	58	0.697918	0.891611	1.81874	15.0326	84.5592	318.977	0.0222397	23.0036
21	58	0.72541	0.882553	1.83015	14.9696	83.0925	317.386	0.0219635	22.307
22	58	0.753401	0.873423	1.84189	14.9025	81.6087	315.756	0.0216826	21.6162
23	58	0.781889	0.864224	1.85397	14.8308	80.1072	314.085	0.0213969	20.932
24	58	0.801505	0.857944	1.862	14.7897	79.1226	312.978	0.0212087	20.4717
25	58	0.8306	0.848708	1.8746	14.7102	77.6029	311.248	0.020917	19.8046
26	58	0.850715	0.842377	1.88304	14.663	76.5993	310.093	0.0207234	19.3543
27	58	0.870974	0.836044	1.89164	14.613	75.5896	308.919	0.0205279	18.9095
28	58	0.890374	0.830023	1.89897	14.591	74.738	307.921	0.0203624	18.4914
29	58	0.909035	0.824273	1.90559	14.583	73.978	307.023	0.0202143	18.0959
30	58	0.927716	0.818557	1.91241	14.5702	73.2026	306.1	0.0200627	17.7066
31	58	0.946556	0.812832	1.91951	14.5516	72.403	305.141	0.019906	17.3204
32	58	0.965239	0.807195	1.92649	14.5356	71.6253	304.201	0.019753	16.9439
33	58	0.984299	0.801484	1.93393	14.5105	70.8039	303.2	0.0195909	16.5663
34	58	1.00328	0.795834	1.94133	14.4869	69.9976	302.21	0.0194313	16.1967
35	58	1.02245	0.790169	1.94896	14.459	69.1746	301.19	0.0192679	15.8301
36	58	1.04197	0.78444	1.957	14.4234	68.3166	300.118	0.0190969	15.4636
37	58	1.06107	0.77887	1.96462	14.3964	67.514	299.106	0.0189363	15.1112
38	58	1.07725	0.774184	1.97173	14.3553	66.7722	298.164	0.0187875	14.8179
39	58	1.09683	0.768542	1.97992	14.3178	65.9284	297.082	0.0186176	14.4688
40	58	1.11281	0.763967	1.98682	14.2817	65.2259	296.174	0.0184757	14.1889
41	58	1.12936	0.759253	1.99433	14.2341	64.4683	295.187	0.0183221	13.9035
42	58	1.14558	0.754658	2.00149	14.1934	63.7542	294.249	0.0181769	13.6284
43	58	1.16164	0.750129	2.00856	14.1542	63.0572	293.327	0.0180348	13.3602
44	58	1.1782	0.745486	2.01619	14.1043	62.3124	292.333	0.0178824	13.0883
45	58	1.19479	0.740855	2.02391	14.0525	61.5676	291.33	0.0177294	12.8203
46	58	1.21057	0.736473	2.0308	14.016	60.9104	290.438	0.017594	12.5696
47	58	1.22686	0.731969	2.03835	13.9668	60.1982	289.464	0.0174468	12.3147
48	58	1.24179	0.727863	2.0456	13.9127	59.5217	288.53	0.0173066	12.085
49	58	1.25651	0.723831	2.05268	13.8612	58.868	287.621	0.0171706	11.862
50	58	1.27047	0.720019	2.05904	13.8225	58.2872	286.808	0.0170494	11.6534
51	58	1.28631	0.715716	2.06652	13.7713	57.6107	285.853	0.0169078	11.4205
52	58	1.30002	0.712005	2.07335	13.7176	56.9996	284.983	0.0167795	11.2219
53	58	1.31436	0.708137	2.0805	13.6614	56.3671	284.076	0.0166463	11.0173
54	58	1.32788	0.704506	2.08689	13.618	55.8077	283.268	0.0165282	10.8272
55	58	1.34051	0.701123	2.09296	13.575	55.2811	282.501	0.0164166	10.652
56	58	1.35326	0.697721	2.09933	13.5251	54.7341	281.7	0.0163004	10.4775
57	58	1.36587	0.694364	2.10574	13.4729	54.1884	280.895	0.0161842	10.3072
58	58	1.37822	0.691088	2.11207	13.4204	53.6551	280.102	0.0160702	10.1427
59	58	1.39017	0.687927	2.11818	13.3699	53.1448	279.338	0.0159609	9.98561
60	58	1.40098	0.685075	2.1233	13.3353	52.7212	278.7	0.0158699	9.84517
61	58	1.41185	0.682214	2.12877	13.2923	52.2728	278.021	0.0157734	9.70557
62	58	1.42222	0.679491	2.13416	13.2466	51.8343	277.353	0.0156788	9.57389
63	58	1.43219	0.676879	2.13942	13.2007	51.4097	276.702	0.015587	9.44872
64	58	1.43638	0.675784	2.14225	13.1647	51.1821	276.351	0.0155376	9.39663
65	58	1.43917	0.675053	2.14448	13.1318	51.004	276.076	0.015499	9.36203
66	58	1.44451	0.673657	2.14771	13.0961	50.747	275.678	0.0154432	9.29623
67	58	1.45193	0.671716	2.15139	13.0681	50.4561	275.225	0.0153799	9.20533
68	58	1.46228	0.669018	2.15638	13.0327	50.0641	274.613	0.0152944	9.07986
69	58	1.47566	0.665539	2.16274	12.9891	49.5678	273.832	0.015186	8.91964
70	58	1.49206	0.661293	2.17043	12.9389	48.9752	272.893	0.0150561	8.72636
71	58	1.51149	0.656281	2.17947	12.8819	48.2874	271.792	0.0149047	8.50144
72	58	1.53412	0.650473	2.19001	12.8158	47.4975	270.514	0.0147302	8.24507
73	58	1.56029	0.643796	2.20237	12.7358	46.5878	269.024	0.0145281	7.95604
74	58	1.59049	0.636143	2.21704	12.6335	45.5299	267.264	0.0142917	7.63233
75	58	1.6256	0.627303	2.23497	12.4935	44.27	265.13	0.0140081	7.26892
76	58	1.66762	0.616791	2.25828	12.2794	42.6843	262.381	0.0136478	6.85248
77	58	1.72775	0.601821	2.29598	11.8618	40.2387	257.995	0.0130846	6.2923
78	58	1.79554	0.584995	2.33782	11.4059	37.6892	253.215	0.0124869	5.70915
79	58	1.86128	0.568734	2.3761	11.0203	35.5006	248.924	0.0119646	5.1883
80	58	1.93501	0.550548	2.42014	10.5604	33.1412	244.08	0.011391	4.65207
81	58	1.97247	0.54132	2.44185	10.3429	32.0377	241.73	0.0111188	4.39781
82	58	2.01275	0.5314	2.4659	10.0925	30.8591	239.155	0.0108251	4.13724
83	58	2.05035	0.522145	2.48768	9.87463	29.8302	236.849	0.010566	3.90563
84	58	2.09677	0.510715	2.51519	9.59135	28.5806	233.971	0.0102479	3.6343
85	58	2.13484	0.501337	2.53735	9.36874	27.6136	231.681	0.00999907	3.42338
86	58	2.18832	0.488151	2.56887	9.04714	26.2956	228.466	0.0096558	3.14386
87	58	2.22688	0.478629	2.59135	8.82117	25.3954	226.204	0.0094185	2.95384
88	58	2.2884	0.463407	2.62746	8.4558	24.0158	222.623	0.00905014	2.66961
89	58	2.32753	0.453704	2.65026	8.22744	23.185	220.395	0.0088254	2.50038
90	58	2.39829	0.436104	2.69161	7.81273	21.7541	216.419	0.0084328	2.21567
91	58	2.43809	0.426169	2.71474	7.58253	20.9938	214.231	0.00822124	2.06694
92	58	2.47805	0.416167	2.738	7.35118	20.2577	212.057	0.00801428	1.92542
93	58	2.51934	0.405802	2.76191	7.11484	19.5287	209.848	0.0078072	1.78707
94	58	2.56009	0.395541	2.78555	6.88127	18.8354	207.692	0.0076082	1.65803
95	58	2.60075	0.385268	2.80898	6.65172	18.1735	205.58	0.00741626	1.53636
96	58	2.65359	0.371861	2.83945	6.35332	17.349	202.871	0.00717434	1.38827
97	58	2.69521	0.361258	2.86334	6.12096	16.7303	200.777	0.00699063	1.27926
98	58	2.73702	0.350563	2.8873	5.88879	16.1332	198.703	0.00681151	1.17616
99	58	2.803	0.333598	2.92493	5.5264	15.2403	195.497	0.00654007	1.02583
100	58	2.84588	0.322513	2.9493	5.29275	14.69	193.453	0.00637048	0.935825
101	58	2.88894	0.311328	2.97368	5.06043	14.1606	191.435	0.00620566	0.851174
102	58	2.97042	0.290025	3.01961	4.62531	13.2177	187.703	0.00590761	0.705824
103	58	3.01476	0.278353	3.04444	4.39178	12.7359	185.723	0.00575299	0.634392
104	58	3.05945	0.266529	3.0694	4.15764	12.2703	183.757	0.00560197	0.567504
105	58	3.10439	0.254577	3.09435	3.92526	11.8233	181.819	0.00545541	0.505176
106	58	3.1592	0.239914	3.12468	3.64327	11.3028	179.495	0.00528277	0.435495
107	58	3.20542	0.227478	3.15011	3.40818	10.8856	177.576	0.00514273	0.381882
108	58	3.252	0.214872	3.17559	3.17332	10.4837	175.678	0.00500641	0.332337
109	58	3.29898	0.202089	3.20116	2.93847	10.0967	173.8	0.00487368	0.286723
110	58	3.37369	0.181605	3.24151	2.5687	9.51662	170.887	0.00467199	0.222629
111	58	3.42218	0.168209	3.26746	2.33133	9.16254	169.045	0.00454716	0.186239
112	58	3.47114	0.154597	3.29348	2.09296	8.82161	167.224	0.00442565	0.1534
113	58	3.52054	0.140775	3.31949	1.85436	8.49452	165.428	0.00430781	0.124036
114	58	3.6194	0.112842	3.37074	1.37892	7.88767	161.962	0.00408567	0.0758887
115	58	3.67062	0.0982189	3.39664	1.13522	7.59896	160.245	0.00397829	0.056089
116	58	3.72249	0.0832996	3.42257	0.883459	7.32126	158.55	0.00387389	0.0393771
117	58	3.77476	0.068147	3.44759	0.632862	7.0637	156.936	0.00377605	0.0257523
118	58	3.82765	0.0526825	3.47192	0.369459	6.82261	155.386	0.00368354	0.0150738
119	58	3.90292	0.0304058	3.49992	0.00123573	6.55624	153.628	0.00358023	0.00494046
120	58	3.91785	0.0259548	3.5	0	6.55546	153.623	0.00357992	0.00359981
121	58	4.00491	0	3.5	0	6.55546	153.623	0.00357992	0

0	59	0.315344	1.0499	1.68538	16.0174	103.552	337.988	0.0257031	35.9981
1	59	0.329962	1.04448	1.69011	16.0179	102.818	337.302	0.0255728	35.4687
2	59	0.347388	1.03808	1.69599	16.0116	101.912	336.449	0.0254116	34.8462
3	59	0.365563	1.03144	1.70233	15.9992	100.941	335.531	0.0252385	34.2067
4	59	0.384474	1.0246	1.70911	15.9811	99.9127	334.551	0.0250545	33.5517
5	59	0.404103	1.01755	1.71631	15.9581	98.8316	333.512	0.0248606	32.8833
6	59	0.424433	1.01031	1.7239	15.9306	97.7034	332.42	0.0246576	32.2029
7	59	0.445444	1.00289	1.73186	15.8992	96.5335	331.278	0.0244463	31.5126
8	59	0.467117	0.995303	1.74015	15.8643	95.3266	330.089	0.0242276	30.8139
9	59	0.489434	0.987562	1.74877	15.8264	94.0872	328.857	0.0240022	30.1084
10	59	0.512374	0.979676	1.7577	15.7858	92.8191	327.585	0.0237707	29.3978
11	59	0.535922	0.971656	1.76692	15.7426	91.5256	326.274	0.0235336	28.6835
12	59	0.560059	0.963513	1.77643	15.6971	90.2094	324.926	0.0232913	27.9669
13	59	0.58477	0.955255	1.78621	15.6492	88.8727	323.543	0.0230443	27.2493
14	59	0.610042	0.94689	1.79628	15.599	87.5171	322.126	0.0227927	26.5318
15	59	0.635862	0.938428	1.80662	15.5463	86.1439	320.673	0.0225366	25.8156
16	59	0.66222	0.929875	1.81724	15.4908	84.7539	319.186	0.0222763	25.1017
17	59	0.689106	0.921236	1.82815	15.4324	83.3475	317.664	0.0220116	24.3909
18	59	0.716515	0.912517	1.83937	15.3707	81.9251	316.106	0.0217426	23.6841
19	59	0.744439	0.903724	1.8509	15.3053	80.4866	314.51	0.0214693	22.9822
20	59	0.772875	0.894858	1.86275	15.2358	79.0318	312.875	0.0211913	22.2858
21	59	0.801822	0.885925	1.87495	15.1615	77.5604	311.199	0.0209088	21.5956
22	59	0.821746	0.879828	1.88307	15.1186	76.5954	310.088	0.0207226	21.1311
23	59	0.851318	0.870855	1.89578	15.0366	75.1072	308.355	0.0204342	20.4574
24	59	0.871756	0.864707	1.90431	14.9874	74.1243	307.196	0.0202429	20.0027
25	59	0.892344	0.858555	1.913	14.9355	73.1359	306.02	0.0200497	19.5532
26	59	0.912034	0.852713	1.92041	14.9113	72.3015	305.019	0.019886	19.1311
27	59	0.930963	0.847137	1.92711	14.9009	71.5564	304.117	0.0197394	18.732
28	59	0.949916	0.841594	1.934	14.8857	70.7967	303.191	0.0195895	18.3388
29	59	0.969037	0.83604	1.94118	14.8648	70.0138	302.23	0.0194345	17.9486
30	59	0.987997	0.830571	1.94823	14.8463	69.2524	301.287	0.0192833	17.5681
31	59	1.00735	0.825028	1.95576	14.8188	68.4488	300.284	0.0191232	17.1862
32	59	1.02662	0.819544	1.96322	14.7928	67.6602	299.291	0.0189656	16.8122
33	59	1.04609	0.814045	1.97093	14.7625	66.8557	298.27	0.0188043	16.4411
34	59	1.06591	0.80848	1.97905	14.7244	66.0175	297.197	0.0186356	16.0697
35	59	1.08532	0.803072	1.98674	14.6949	65.2333	296.184	0.0184772	15.7128
36	59	1.10176	0.798516	1.99392	14.6518	64.5094	295.241	0.0183305	15.4152
37	59	1.12166	0.793035	2.00218	14.6118	63.6857	294.159	0.018163	15.0611
38	59	1.1379	0.788587	2.00914	14.5737	63.0004	293.251	0.0180232	14.777
39	59	1.15473	0.784002	2.01671	14.5242	62.2617	292.265	0.017872	14.4871
40	59	1.17122	0.779533	2.02393	14.4815	61.5655	291.327	0.017729	14.2076
41	59	1.18755	0.775128	2.03106	14.4402	60.886	290.405	0.017589	13.9351
42	59	1.20439	0.770609	2.03875	14.3884	60.1604	289.412	0.017439	13.6585
43	59	1.22128	0.766101	2.04653	14.3346	59.4349	288.41	0.0172885	13.3858
44	59	1.23732	0.761839	2.05348	14.296	58.7946	287.519	0.0171553	13.1308
45	59	1.2539	0.757453	2.06109	14.2448	58.1012	286.546	0.0170105	12.8712
46	59	1.2691	0.753452	2.06839	14.189	57.4429	285.615	0.0168727	12.6371
47	59	1.28408	0.749523	2.07552	14.1358	56.8069	284.708	0.016739	12.4098
48	59	1.29829	0.745811	2.08193	14.0952	56.2417	283.895	0.0166199	12.1973
49	59	1.31441	0.741618	2.08947	14.0421	55.5836	282.942	0.0164807	11.9598
50	59	1.32837	0.737999	2.09635	13.9868	54.9895	282.075	0.0163547	11.7571
51	59	1.34298	0.734226	2.10354	13.929	54.3747	281.17	0.0162239	11.5481
52	59	1.35674	0.730687	2.10998	13.8839	53.8309	280.364	0.0161078	11.3542
53	59	1.3696	0.727387	2.11609	13.8392	53.319	279.6	0.0159983	11.1752
54	59	1.38259	0.724068	2.1225	13.7879	52.7876	278.801	0.0158842	10.9969
55	59	1.39544	0.72079	2.12895	13.7342	52.2576	277.998	0.0157701	10.8228
56	59	1.40803	0.717591	2.13532	13.6803	51.7397	277.208	0.0156583	10.6545
57	59	1.4202	0.714504	2.14148	13.6285	51.2442	276.447	0.0155511	10.4938
58	59	1.43121	0.711721	2.14663	13.5925	50.8328	275.811	0.0154618	10.3502
59	59	1.44229	0.708927	2.15213	13.5481	50.3975	275.134	0.0153671	10.2074
60	59	1.45286	0.706266	2.15755	13.5013	49.9719	274.468	0.0152743	10.0725
61	59	1.46303	0.703712	2.16285	13.4542	49.56	273.82	0.0151843	9.94424
62	59	1.46732	0.702637	2.1657	13.4181	49.3394	273.471	0.015136	9.89059
63	59	1.47019	0.701916	2.16793	13.3853	49.167	273.198	0.0150982	9.8548
64	59	1.47565	0.700547	2.17118	13.3492	48.9178	272.801	0.0150435	9.78719
65	59	1.48322	0.698651	2.17488	13.3203	48.6355	272.351	0.0149814	9.6941
66	59	1.49375	0.696016	2.1799	13.2835	48.2551	271.74	0.0148976	9.56564
67	59	1.50738	0.692619	2.18631	13.2381	47.7735	270.963	0.0147913	9.40159
68	59	1.52406	0.688473	2.19405	13.1856	47.1984	270.027	0.0146639	9.20369
69	59	1.54384	0.683579	2.20315	13.1257	46.5312	268.93	0.0145155	8.97331
70	59	1.56688	0.677906	2.21375	13.0562	45.765	267.658	0.0143444	8.71062
71	59	1.59352	0.671383	2.22618	12.9723	44.8832	266.174	0.0141464	8.41423
72	59	1.62427	0.663899	2.24094	12.8657	43.8583	264.423	0.0139149	8.08192
73	59	1.66006	0.655243	2.25897	12.7208	42.6383	262.3	0.0136373	7.70824
74	59	1.70296	0.644928	2.28238	12.5019	41.1043	259.569	0.013285	7.27898
75	59	1.76452	0.630187	2.32022	12.0796	38.741	255.214	0.0127349	6.69929
76	59	1.83393	0.613602	2.36223	11.6182	36.2785	250.47	0.0121513	6.09497
77	59	1.90116	0.597574	2.40064	11.2261	34.1654	246.212	0.0116414	5.55492
78	59	1.97662	0.579614	2.44483	10.7595	31.8891	241.409	0.0110819	4.99746
79	59	2.01494	0.570498	2.46661	10.5382	30.8249	239.079	0.0108165	4.73289
80	59	2.05619	0.560684	2.49073	10.284	29.6889	236.528	0.0105302	4.46124
81	59	2.09466	0.551526	2.51257	10.0624	28.6974	234.244	0.0102778	4.21965
82	59	2.1422	0.540201	2.54015	9.77467	27.4937	231.393	0.00996804	3.93609
83	59	2.18117	0.530906	2.56235	9.54819	26.5626	229.127	0.00972574	3.71545
84	59	2.23593	0.517821	2.59393	9.22135	25.2942	225.946	0.00939168	3.42249
85	59	2.27542	0.508364	2.61645	8.99144	24.4281	223.708	0.00916085	3.22305
86	59	2.33844	0.493231	2.6526	8.61989	23.1016	220.168	0.0088027	2.92414
87	59	2.37852	0.483577	2.67542	8.38748	22.3032	217.966	0.0085843	2.74585
88	59	2.45101	0.466045	2.71677	7.96544	20.9286	214.04	0.00820298	2.4452
89	59	2.49179	0.456139	2.7399	7.731	20.1987	211.881	0.00799761	2.28778
90	59	2.53273	0.446158	2.76314	7.49539	19.4922	209.736	0.00779679	2.13773
91	59	2.57504	0.435807	2.78702	7.25454	18.7929	207.558	0.00759595	1.99078
92	59	2.6168	0.425552	2.81062	7.01651	18.1281	205.433	0.00740303	1.85344
93	59	2.65846	0.415278	2.83399	6.78236	17.4937	203.353	0.00721704	1.72369
94	59	2.71261	0.401859	2.86438	6.47795	16.7038	200.686	0.00698274	1.56538
95	59	2.75526	0.391237	2.88819	6.24071	16.1114	198.626	0.00680494	1.44854
96	59	2.79811	0.380515	2.91204	6.00356	15.54	196.588	0.00663167	1.33777
97	59	2.86572	0.363491	2.94948	5.63307	14.6861	193.439	0.00636928	1.17572
98	59	2.90965	0.352357	2.97371	5.39402	14.1601	191.433	0.00620549	1.07835
99	59	2.95377	0.341116	2.99791	5.15611	13.6545	189.455	0.00604641	0.98649
100	59	3.03725	0.319681	3.04345	4.71001	12.7548	185.801	0.00575907	0.82801
101	59	3.08267	0.307925	3.06802	4.47024	12.2956	183.865	0.00561019	0.749713
102	59	3.12845	0.296006	3.09271	4.22965	11.8521	181.945	0.00546492	0.67609
103	59	3.17447	0.283952	3.11733	3.9905	11.4267	180.055	0.00532408	0.607183
104	59	3.2306	0.269149	3.14722	3.7	10.9321	177.793	0.00515843	0.529719
105	59	3.27791	0.256584	3.17221	3.45742	10.5361	175.928	0.00502426	0.469754
106	59	3.3256	0.243839	3.19722	3.21472	10.1553	174.088	0.00489386	0.413995
107	59	3.37367	0.230905	3.22224	2.97164	9.78904	172.27	0.00476713	0.362299
108	59	3.4501	0.210158	3.26157	2.58808	9.24159	169.461	0.00457515	0.288901
109	59	3.49968	0.196576	3.28675	2.34127	8.90847	167.693	0.00445674	0.246712
110	59	3.54973	0.182765	3.31189	2.09302	8.58875	165.951	0.00434189	0.208201
111	59	3.60021	0.16873	3.33688	1.84407	8.2832	164.242	0.00423099	0.173298
112	59	3.70116	0.140329	3.38556	1.34739	7.72101	160.977	0.00402382	0.114588
113	59	3.75342	0.125445	3.40979	1.09284	7.45668	159.382	0.00392494	0.08959
114	59	3.80632	0.110244	3.43368	0.831968	7.20567	157.831	0.0038301	0.0677883
115	59	3.85958	0.0947999	3.45623	0.575075	6.97709	156.384	0.00374292	0.0492184
116	59	3.91345	0.0790275	3.4774	0.315289	6.7696	155.041	0.00366307	0.0337045
117	59	3.98997	0.0563618	3.49994	0.000896359	6.55601	153.627	0.00358014	0.0169753
118	59	4.00491	0.0519096	3.5	0	6.55546	153.623	0.00357992	0.0143992
119	59	4.09196	0.0259548	3.5	0	6.55546	153.623	0.00357992	0.00359981
120	59	4.17902	0	3.5	0	6.55546	153.623	0.00357992	0

0	60	0.35465	1.06131	1.71222	16.3466	99.445	334.102	0.0249707	35.9981
1	60	0.363157	1.05831	1.71508	16.3428	99.016	333.69	0.0248937	35.6981
2	60	0.381582	1.05188	1.72149	16.3286	98.0612	332.767	0.024722	35.0564
3	60	0.400756	1.04523	1.72834	16.3087	97.0495	331.783	0.0245396	34.3989
4	60	0.420664	1.03839	1.7356	16.2838	95.9866	330.741	0.0243473	33.7275
5	60	0.441285	1.03136	1.74326	16.2545	94.8778	329.644	0.0241461	33.0439
6	60	0.462601	1.02416	1.75129	16.2211	93.7285	328.499	0.0239368	32.3498
7	60	0.484591	1.01679	1.75966	16.1842	92.5432	327.306	0.0237202	31.647
8	60	0.507237	1.00927	1.76835	16.1442	91.3263	326.071	0.023497	30.9372
9	60	0.530518	1.00161	1.77736	16.1014	90.0817	324.795	0.0232678	30.2219
10	60	0.554416	0.993815	1.78666	16.0561	88.8125	323.481	0.0230331	29.5025
11	60	0.578915	0.985902	1.79624	16.0082	87.5213	322.13	0.0227935	28.7806
12	60	0.603999	0.977877	1.80611	15.958	86.2105	320.744	0.0225491	28.0572
13	60	0.629654	0.969748	1.81626	15.9053	84.8815	319.324	0.0223002	27.3337
14	60	0.655868	0.961522	1.82668	15.85	83.5357	317.869	0.0220471	26.6111
15	60	0.68263	0.953207	1.83739	15.7919	82.1739	316.38	0.0217898	25.8904
16	60	0.709932	0.944807	1.84839	15.7308	80.7966	314.855	0.0215283	25.1726
17	60	0.737766	0.936328	1.8597	15.6664	79.404	313.295	0.0212626	24.4584
18	60	0.766128	0.927774	1.87131	15.5981	77.9962	311.698	0.0209926	23.7488
19	60	0.795015	0.919148	1.88326	15.5256	76.573	310.062	0.0207183	23.0443
20	60	0.824424	0.910454	1.89555	15.4485	75.1341	308.386	0.0204395	22.3456
21	60	0.844659	0.904522	1.90373	15.4034	74.1904	307.275	0.0202558	21.8755
22	60	0.874712	0.895786	1.91654	15.3183	72.7361	305.542	0.0199714	21.1929
23	60	0.895475	0.889801	1.92513	15.2669	71.7757	304.383	0.0197826	20.732
24	60	0.916395	0.883812	1.93388	15.2127	70.8101	303.208	0.0195922	20.2763
25	60	0.936374	0.878131	1.94136	15.1859	69.9945	302.206	0.0194307	19.8488
26	60	0.955567	0.872713	1.94811	15.1728	69.2659	301.304	0.019286	19.4448
27	60	0.97479	0.867324	1.95505	15.1549	68.5234	300.377	0.0191381	19.0465
28	60	0.994189	0.861923	1.96229	15.1313	67.7587	299.416	0.0189853	18.651
29	60	1.01342	0.856605	1.9694	15.1101	67.0152	298.473	0.0188363	18.2652
30	60	1.03306	0.851211	1.97698	15.08	66.2308	297.471	0.0186786	17.8776
31	60	1.05262	0.845876	1.9845	15.0512	65.4613	296.479	0.0185233	17.4981
32	60	1.07238	0.840523	1.99226	15.0181	64.6766	295.46	0.0183644	17.1212
33	60	1.09252	0.835104	2.00043	14.9773	63.8595	294.388	0.0181984	16.7438
34	60	1.11221	0.829839	2.00817	14.9449	63.0949	293.377	0.0180425	16.381
35	60	1.12892	0.825397	2.01539	14.8998	62.3898	292.436	0.0178982	16.0781
36	60	1.14913	0.820057	2.0237	14.857	61.5875	291.357	0.0177335	15.7178
37	60	1.16563	0.815721	2.0307	14.8166	60.9201	290.451	0.017596	15.4285
38	60	1.18275	0.811247	2.03832	14.765	60.2012	289.468	0.0174475	15.133
39	60	1.19951	0.806888	2.04558	14.7201	59.5236	288.533	0.017307	14.8482
40	60	1.21611	0.802591	2.05274	14.6765	58.8625	287.614	0.0171694	14.5703
41	60	1.23323	0.79818	2.06047	14.6225	58.1567	286.624	0.0170222	14.2881
42	60	1.25041	0.793777	2.0683	14.5666	57.4513	285.627	0.0168744	14.0097
43	60	1.26671	0.789618	2.07528	14.5257	56.8287	284.739	0.0167436	13.7496
44	60	1.28357	0.785334	2.08292	14.4722	56.1547	283.77	0.0166015	13.4845
45	60	1.29904	0.781422	2.09026	14.4145	55.5151	282.843	0.0164662	13.2451
46	60	1.31429	0.777581	2.09742	14.3594	54.8971	281.939	0.0163351	13.0127
47	60	1.32874	0.773955	2.10386	14.3169	54.348	281.131	0.0162182	12.7955
48	60	1.34513	0.769856	2.11143	14.2616	53.7089	280.182	0.0160817	12.5525
49	60	1.35935	0.766314	2.11834	14.2046	53.1321	279.319	0.0159582	12.345
50	60	1.37423	0.762621	2.12556	14.145	52.5353	278.419	0.01583	12.1309
51	60	1.38822	0.759159	2.13202	14.098	52.0074	277.617	0.0157162	11.9324
52	60	1.40132	0.75593	2.13816	14.0516	51.5106	276.857	0.0156088	11.7491
53	60	1.41454	0.752679	2.1446	13.9986	50.995	276.062	0.015497	11.5663
54	60	1.42763	0.749468	2.15108	13.9434	50.4808	275.264	0.0153853	11.3877
55	60	1.44045	0.746333	2.15747	13.888	49.9785	274.478	0.0152758	11.215
56	60	1.45286	0.743307	2.16365	13.8347	49.498	273.722	0.0151707	11.0501
57	60	1.46405	0.740582	2.16882	13.7971	49.0989	273.089	0.0150832	10.9029
58	60	1.47533	0.737844	2.17434	13.7513	48.6768	272.417	0.0149905	10.7562
59	60	1.48611	0.735233	2.17978	13.7032	48.2643	271.755	0.0148996	10.6177
60	60	1.49648	0.732727	2.18509	13.6549	47.865	271.111	0.0148115	10.4859
61	60	1.50087	0.731666	2.18794	13.6186	47.6514	270.765	0.0147643	10.4304
62	60	1.50383	0.730952	2.19019	13.5859	47.4845	270.493	0.0147273	10.3933
63	60	1.5094	0.729605	2.19344	13.5494	47.2431	270.1	0.0146738	10.3236
